survived,pclass,sex,age,sibSp,parch,fare,embarked,family_size,title
0,3,1,-0.5922398190045246,1,0,-0.3120106021758714,2,1.0,2
1,1,0,0.6385294117647061,1,0,2.4612422909015312,0,1.0,3
1,3,0,-0.28454751131221695,0,0,-0.2827766613540295,2,0.0,1
1,1,0,0.4077601809954754,1,0,1.6737318966114614,2,1.0,3
0,3,1,0.4077601809954754,0,0,-0.277362968609244,2,0.0,2
0,3,1,0.0,0,0,-0.25967968262767654,1,0.0,2
0,1,1,1.8692986425339368,0,0,1.6201363384380845,2,0.0,2
0,3,1,-2.130701357466063,3,1,0.2867438153974083,2,4.0,0
1,3,0,-0.20762443438914,0,2,-0.14382665788926616,2,2.0,3
1,2,0,-1.20762443438914,1,0,0.6763477929457417,0,1.0,3
1,3,0,-1.9768552036199092,1,1,0.09726456932991473,2,2.0,1
1,1,0,2.176990950226245,0,0,0.5238635576190146,2,0.0,1
0,3,1,-0.7460859728506785,0,0,-0.277362968609244,2,0.0,2
0,3,1,0.7154524886877831,1,5,0.7285011433719076,2,6.0,2
0,3,0,-1.20762443438914,0,0,-0.2858429769246761,2,0.0,1
1,2,0,1.946221719457014,0,0,0.06694788995911578,2,0.0,3
0,3,1,-2.130701357466063,4,1,0.6353856281615965,1,5.0,0
1,2,1,0.0,0,0,-0.06298073591573695,2,0.0,2
0,3,0,0.10006787330316769,1,0,0.15356697387568427,2,1.0,3
1,3,0,0.0,0,0,-0.31309334072482853,0,0.0,3
0,2,1,0.4077601809954754,0,0,0.5000433095419583,2,0.0,2
1,2,1,0.33083710407239847,0,0,-0.06298073591573695,2,0.0,2
1,3,0,-1.1307013574660632,0,0,-0.27826380708197634,1,0.0,1
1,1,1,-0.1307013574660631,0,0,0.9114839581456586,2,0.0,2
0,3,0,-1.6691628959276015,3,1,0.2867438153974083,2,4.0,1
1,3,0,0.6385294117647061,1,5,0.7333734668422146,2,6.0,3
0,3,1,0.0,0,0,-0.31309334072482853,0,0.0,2
0,1,1,-0.8230090497737554,3,2,10.764404753655324,2,5.0,2
1,3,0,0.0,0,0,-0.28476023837571895,1,0.0,1
0,3,1,0.0,0,0,-0.2840412999792114,2,0.0,2
0,1,1,0.79237556561086,0,0,0.5745703693437738,0,0.0,4
1,1,0,0.0,1,0,5.719743953987942,0,1.0,3
1,3,0,0.0,0,0,-0.29035583119672925,1,0.0,1
0,2,1,2.79237556561086,0,0,-0.1712545908114476,2,0.0,2
0,1,1,-0.1307013574660631,1,0,2.9327749289723513,0,1.0,2
0,1,1,0.9462217194570138,1,0,1.6260914004573488,2,1.0,2
1,3,1,0.0,0,0,-0.3129114406486037,0,0.0,2
0,3,1,-0.6691628959276016,0,0,-0.277362968609244,2,0.0,2
0,3,0,-0.8999321266968323,2,0,0.15356697387568427,2,2.0,1
1,3,0,-1.20762443438914,1,0,-0.13913190354098817,0,1.0,1
0,3,0,0.79237556561086,1,0,-0.21564687131868895,2,1.0,3
0,2,0,-0.20762443438914,1,0,0.283495599750537,2,1.0,3
0,3,1,0.0,0,0,-0.2840412999792114,0,0.0,2
1,2,0,-2.053778280542986,1,2,1.1747713256184602,0,3.0,1
1,3,0,-0.8230090497737554,0,0,-0.28476023837571895,1,0.0,1
0,3,1,0.0,0,0,-0.277362968609244,2,0.0,2
0,3,1,0.0,1,0,0.04529311897997366,1,1.0,2
0,3,1,0.0,2,0,0.31291144064860377,0,2.0,2
0,3,0,-0.8999321266968323,1,0,0.14490506548402746,2,1.0,3
0,3,1,-1.7460859728506786,4,1,1.092842665095974,2,5.0,0
0,3,1,-0.6691628959276016,0,0,-0.28819035409881505,2,0.0,2
1,1,0,1.4846832579185523,1,0,2.6971017254521517,0,1.0,3
1,2,0,-0.05377828054298616,1,0,0.5000433095419583,2,1.0,3
0,1,1,2.715452488687783,0,1,2.058285981567459,0,1.0,2
1,1,1,0.0,0,0,0.9114839581456586,2,0.0,2
1,2,0,-0.6691628959276016,0,0,-0.1712545908114476,2,0.0,1
0,3,1,-0.09223981900452462,0,0,-0.3129114406486037,0,0.0,2
1,2,0,-1.8999321266968323,1,2,0.5758350079689557,2,3.0,1
0,3,1,-1.4383936651583709,5,2,1.405212736470099,2,7.0,0
0,3,1,-0.5922398190045246,0,0,-0.3129114406486037,0,0.0,2
1,1,0,0.6385294117647061,0,0,2.8387585752893076,2,0.0,1
0,1,1,1.1769909502262446,1,0,2.9892592335943453,2,1.0,2
0,3,1,-1.9768552036199092,3,2,0.5823314392626983,2,5.0,0
0,1,1,0.0,0,0,0.5745703693437738,0,0.0,2
1,3,1,0.0,1,1,0.03428383341417777,0,2.0,0
1,2,0,-0.05377828054298616,0,0,-0.1712545908114476,2,0.0,3
0,3,1,-0.8230090497737554,0,0,-0.27267254521516177,2,0.0,2
1,3,0,-0.9768552036199092,4,2,-0.2827766613540295,2,6.0,1
0,3,1,-0.28454751131221695,2,0,-0.2508358741597949,2,2.0,2
0,2,1,0.17699095022624461,0,0,-0.1712545908114476,2,0.0,2
0,3,0,-1.053778280542986,5,2,1.405212736470099,2,7.0,1
0,2,1,-0.6691628959276016,0,0,2.55724655256046,2,0.0,2
0,3,1,-0.28454751131221695,1,0,0.0,0,1.0,2
1,3,1,0.17699095022624461,0,0,1.8208024391934032,2,0.0,2
0,3,1,-0.3614705882352939,0,0,-0.29468678539255766,2,0.0,2
1,2,1,-2.220701357466063,0,2,0.629971935416811,2,2.0,0
1,3,0,0.023144796380090763,0,0,-0.0857182454438362,2,0.0,1
0,3,1,-0.5922398190045246,0,0,-0.23621890374887394,2,0.0,2
1,3,1,-0.05377828054298616,0,0,-0.21456413276973182,2,0.0,2
1,3,0,0.0,0,0,-0.2887317233732936,1,0.0,1
0,1,1,-0.1307013574660631,0,0,1.4138746448617558,2,0.0,2
1,2,0,-0.9768552036199092,0,0,-0.1712545908114476,2,0.0,1
1,3,0,0.25391402714932154,3,0,0.06045145866537313,2,3.0,3
0,3,1,-1.053778280542986,1,3,0.8627607234425888,2,4.0,2
1,1,0,-0.5153167420814477,3,2,10.764404753655324,2,5.0,1
0,3,1,-0.43839366515837075,0,0,-0.277362968609244,2,0.0,2
0,3,1,-0.05377828054298616,0,0,-0.277362968609244,2,0.0,2
0,3,1,-0.7460859728506785,0,0,-0.2858429769246761,2,0.0,2
0,1,1,1.2539140271493214,1,0,2.0234564479246067,2,1.0,2
0,3,1,-0.28454751131221695,1,2,0.2650890444182662,2,3.0,2
0,3,1,2.2539140271493214,0,0,-0.3120106021758714,2,0.0,2
0,1,1,3.176990950226245,0,0,0.8748527475573419,0,0.0,2
1,1,1,-0.5153167420814477,0,1,2.1180141708821285,0,1.0,2
1,2,0,0.33083710407239847,0,1,0.37011468366710554,2,1.0,3
0,2,1,0.33083710407239847,1,0,0.5000433095419583,2,1.0,2
0,3,0,-0.1307013574660631,0,0,-0.2840412999792114,2,0.0,1
0,1,1,-0.6691628959276016,0,1,2.721281442727461,2,1.0,2
0,3,1,0.25391402714932154,0,0,-0.25119534335804866,2,0.0,2
0,3,1,0.5616063348416293,2,0,-0.2827766613540295,2,2.0,2
0,3,1,-0.1307013574660631,0,0,-0.2840412999792114,2,0.0,2
1,3,0,-0.6691628959276016,0,0,-0.29468678539255766,2,0.0,1
1,3,1,0.0,0,0,-0.2892730926477721,2,0.0,2
0,3,1,0.6385294117647061,0,0,-0.2840412999792114,2,0.0,2
1,3,0,0.0,1,0,0.41992065691913233,1,1.0,1
0,1,1,1.3308371040723985,0,0,1.6260914004573488,2,0.0,2
0,3,0,-1.1691628959276015,1,0,0.0,0,1.0,1
0,3,1,-0.5922398190045246,0,0,-0.277362968609244,2,0.0,2
0,3,0,-0.7460859728506785,1,0,-0.20048853163328947,2,1.0,1
0,3,0,-0.9768552036199092,0,0,0.00017756912202893625,0,0.0,1
0,3,1,-0.6691628959276016,0,0,-0.2827766613540295,2,0.0,2
0,3,1,3.138529411764706,0,0,-0.29035583119672925,1,0.0,2
0,2,1,-0.05377828054298616,1,0,0.283495599750537,2,1.0,2
0,1,1,-0.43839366515837075,0,1,10.094007691774651,0,1.0,2
0,3,0,-2.130701357466063,4,2,0.7285011433719076,2,6.0,1
0,2,1,-0.6691628959276016,2,0,2.55724655256046,2,2.0,2
0,2,1,0.21545248868778308,1,0,0.6763477929457417,0,1.0,2
1,2,0,0.21545248868778308,0,0,-0.06298073591573695,2,0.0,1
0,1,1,1.8692986425339368,0,1,2.721281442727461,2,1.0,2
1,3,1,-1.3614705882352938,1,0,-0.13913190354098817,0,1.0,0
0,3,1,0.0,0,0,-0.29035583119672925,1,0.0,2
1,3,1,-0.43839366515837075,0,0,-0.31670102556995355,2,0.0,2
1,3,0,0.0,1,1,0.34232295059247453,0,2.0,1
0,3,1,1.1769909502262446,0,0,-0.32392072621439955,2,0.0,2
0,3,1,0.25391402714932154,0,0,-0.2840412999792114,0,0.0,2
0,3,1,-0.7460859728506785,0,0,-0.32067251056752827,2,0.0,2
0,3,0,1.3308371040723985,1,0,0.001983577021689412,2,1.0,3
0,2,1,-0.3614705882352939,0,0,-0.06298073591573695,2,0.0,2
0,2,1,-0.5153167420814477,0,0,0.025621925022520947,0,0.0,2
1,1,0,-0.8230090497737554,0,2,0.5123129027787402,2,2.0,1
0,1,1,0.5616063348416293,1,0,1.6737318966114614,2,1.0,2
0,3,1,-1.053778280542986,0,0,-0.22683372600651378,2,0.0,2
0,1,1,-0.43839366515837075,0,0,2.8041109417226804,0,0.0,2
0,3,0,0.0,0,2,0.03428383341417777,0,2.0,3
1,3,0,-0.5922398190045246,0,0,-0.29035583119672925,2,0.0,1
1,3,0,-0.43839366515837075,1,0,0.06045145866537313,2,1.0,3
0,3,1,-0.8230090497737554,0,0,-0.3336653731550135,1,0.0,2
0,2,1,-0.8999321266968323,0,0,-0.12794504885316332,2,0.0,2
0,2,1,-0.8230090497737554,1,1,0.9656208855935139,2,2.0,2
1,3,1,-0.20762443438914,0,0,-0.28837225417503987,2,0.0,2
0,3,0,-1.5922398190045246,2,2,0.8627607234425888,2,4.0,1
0,2,1,0.5231447963800908,0,2,0.5000433095419583,2,2.0,2
0,2,1,0.9462217194570138,0,0,-0.06298073591573695,2,0.0,4
0,2,1,1.6385294117647062,0,0,-0.08355276834592196,2,0.0,4
1,1,0,-0.5922398190045246,1,0,2.2584107130482987,2,1.0,3
0,3,1,1.9846832579185523,0,0,-0.277362968609244,2,0.0,2
0,3,1,0.8308371040723984,0,2,0.001983577021689412,2,2.0,2
0,3,1,0.0,0,0,-0.30930375580347863,2,0.0,2
0,1,1,1.6385294117647062,0,1,2.0323002563924883,0,1.0,2
1,3,0,-1.053778280542986,0,0,-0.29107910054743263,1,0.0,1
0,3,1,0.023144796380090763,0,0,-0.277362968609244,2,0.0,2
0,3,1,0.0,0,0,-0.2508358741597949,2,0.0,2
0,3,1,0.0,8,2,2.3861738618252373,2,10.0,0
0,3,1,1.1000678733031677,0,1,0.07127884415494427,2,1.0,2
1,2,0,0.79237556561086,0,0,0.056120504469544724,2,0.0,3
0,3,1,-0.28454751131221695,0,0,-0.2892730926477721,2,0.0,2
0,3,1,-0.9768552036199092,0,0,-0.2508358741597949,2,0.0,2
0,3,1,-2.20762443438914,4,1,1.092842665095974,2,5.0,0
1,3,1,-1.5922398190045246,0,2,0.26292356732035194,2,2.0,0
1,1,0,0.0,0,1,1.7560200263322014,2,1.0,3
0,3,0,1.1769909502262446,1,4,0.5823314392626983,2,5.0,3
0,1,1,0.0,0,0,0.49679509389508697,2,0.0,2
0,3,1,-0.1307013574660631,0,0,1.8208024391934032,2,0.0,2
0,1,1,2.407760180995475,0,0,0.8248648742290902,2,0.0,2
0,3,1,-1.9768552036199092,4,1,0.6353856281615965,1,5.0,0
1,3,0,-2.20762443438914,1,1,-0.14382665788926616,2,2.0,1
0,1,1,2.0231447963800906,0,0,0.7034162566696693,0,0.0,2
0,3,1,-0.8999321266968323,1,1,-0.2858429769246761,2,2.0,2
0,3,1,0.0,3,1,0.4769463308156052,2,4.0,0
0,1,0,1.5616063348416291,0,0,0.6175204421038042,0,0.0,1
0,2,1,0.023144796380090763,0,0,-0.06298073591573695,2,0.0,2
0,3,1,0.4846832579185523,0,0,-0.6260047813734322,2,0.0,2
0,3,0,0.0,8,2,2.3861738618252373,2,10.0,1
0,2,1,0.0,0,0,0.025803825098745778,0,0.0,2
0,3,1,-1.5922398190045246,4,2,0.7333734668422146,2,6.0,0
1,2,1,-2.20762443438914,2,1,1.0630673549996534,2,3.0,0
1,3,0,-1.9768552036199092,0,2,0.3278878802577783,2,2.0,1
0,1,1,0.0,0,0,1.5394723165407802,2,0.0,2
1,3,0,0.0,1,0,0.04529311897997366,1,1.0,3
1,1,1,1.1769909502262446,0,0,0.5238635576190146,2,0.0,2
0,3,1,0.79237556561086,1,1,0.04529311897997366,1,2.0,2
0,3,1,0.4846832579185523,0,0,-0.2840412999792114,2,0.0,2
1,2,0,0.17699095022624461,0,0,-0.06298073591573695,2,0.0,3
0,2,1,-0.8230090497737554,0,0,-0.06298073591573695,2,0.0,2
1,3,0,-0.8230090497737554,1,0,-0.2858429769246761,2,1.0,1
1,2,1,-2.053778280542986,1,1,0.5000433095419583,2,2.0,0
1,1,0,1.1000678733031677,0,0,0.5745703693437738,0,0.0,3
1,1,0,2.176990950226245,0,0,5.719743953987942,0,0.0,1
0,3,1,0.9462217194570138,0,1,-0.26202272884761973,2,1.0,2
0,2,0,-0.43839366515837075,0,0,-0.06298073591573695,2,0.0,1
0,3,1,-0.1307013574660631,0,0,-0.21456413276973182,2,0.0,2
0,3,1,0.0,8,2,2.3861738618252373,2,10.0,2
0,3,1,0.33083710407239847,0,0,-0.3446746587208094,2,0.0,2
0,3,1,1.215452488687783,0,0,-0.31309334072482853,0,0.0,2
1,3,1,-0.8999321266968323,0,0,-0.277362968609244,2,0.0,2
0,3,0,-2.130701357466063,0,1,-0.17287869863488323,2,1.0,1
0,3,1,0.17699095022624461,1,0,0.06045145866537313,2,1.0,2
1,3,1,-0.28454751131221695,0,0,0.18767323816783318,0,0.0,2
1,3,0,-1.053778280542986,0,0,-0.29035583119672925,1,0.0,1
1,1,1,0.79237556561086,0,0,0.7165910193333795,0,0.0,2
0,3,1,-0.43839366515837075,0,0,-0.32067251056752827,2,0.0,2
1,2,0,0.4077601809954754,0,0,0.283495599750537,2,0.0,1
0,3,1,-0.5922398190045246,0,0,-0.3120106021758714,2,0.0,2
0,3,1,0.0,1,0,-0.29035583119672925,1,1.0,2
1,1,0,0.10006787330316769,1,0,4.279883583951216,0,1.0,1
1,3,0,-0.20762443438914,0,0,-0.2827766613540295,2,0.0,1
0,2,1,0.9462217194570138,1,0,0.5433528515002425,2,1.0,2
1,1,0,0.17699095022624461,0,0,2.6781538008454024,0,0.0,1
0,2,1,0.023144796380090763,0,0,-0.1712545908114476,2,0.0,2
1,3,1,-1.053778280542986,0,0,-0.277362968609244,2,0.0,2
0,2,1,-0.20762443438914,0,0,-0.06298073591573695,2,0.0,2
0,3,1,1.6385294117647062,0,0,-0.277362968609244,2,0.0,2
1,1,1,0.6385294117647061,1,0,3.27185399487215,2,1.0,2
0,3,1,-0.5922398190045246,0,0,-0.2210605640634745,2,0.0,2
1,2,1,-0.8230090497737554,0,0,-0.1712545908114476,2,0.0,2
0,3,1,-0.70762443438914,0,0,-0.3120106021758714,2,0.0,2
0,2,1,-0.8999321266968323,0,0,-0.06298073591573695,2,0.0,2
0,3,0,0.0,3,1,0.4769463308156052,2,4.0,1
1,1,0,0.4077601809954754,1,0,2.9892592335943453,2,1.0,3
0,3,1,-0.05377828054298616,0,0,-0.2892730926477721,2,0.0,2
0,2,1,2.2539140271493214,0,0,-0.041325964936594836,2,0.0,2
1,3,0,-1.8999321266968323,4,2,0.7333734668422146,2,6.0,1
0,2,1,-0.43839366515837075,0,0,-0.1712545908114476,2,0.0,2
0,3,0,0.0,0,0,-0.2990177395883861,2,0.0,1
0,2,1,1.1000678733031677,1,0,0.5000433095419583,2,1.0,2
1,2,0,-1.6691628959276015,0,2,0.5108706950315294,2,2.0,1
0,2,1,-0.8230090497737554,0,0,-0.1712545908114476,2,0.0,2
0,2,1,0.25391402714932154,0,0,-0.09438015383549303,2,0.0,2
0,3,0,0.0,1,0,0.0,0,1.0,1
1,3,0,0.0,1,0,0.04529311897997366,1,1.0,1
0,2,1,-0.05377828054298616,0,0,-0.1712545908114476,2,0.0,2
0,3,1,-0.5922398190045246,0,0,-0.31742429492065694,2,0.0,2
0,3,1,0.023144796380090763,0,0,-0.31309334072482853,0,0.0,2
0,1,1,1.1000678733031677,2,0,3.27185399487215,1,2.0,4
0,3,0,-0.3614705882352939,0,0,-0.2892730926477721,2,0.0,1
1,2,0,-0.43839366515837075,0,2,0.001983577021689412,2,2.0,3
1,1,1,0.5616063348416293,1,1,1.6500935486106298,2,2.0,2
0,2,1,1.8692986425339368,1,0,0.5000433095419583,2,1.0,4
0,3,1,0.0,0,0,-0.3120106021758714,2,0.0,2
0,3,0,-0.05377828054298616,1,1,-0.17287869863488323,2,2.0,3
0,1,1,2.4846832579185523,0,0,0.5238635576190146,2,0.0,2
0,3,1,0.023144796380090763,1,0,0.07127884415494427,2,1.0,2
0,3,0,0.869298642533937,0,2,0.24938933545838812,2,2.0,3
1,3,0,-0.05377828054298616,0,2,0.03428383341417777,0,2.0,3
1,1,0,0.0,0,0,2.8041109417226804,0,0.0,3
1,1,0,0.023144796380090763,0,0,3.120270598018155,2,0.0,1
1,1,0,0.4077601809954754,0,0,21.56273820248077,0,0.0,1
1,2,0,1.5616063348416291,0,1,0.5000433095419583,2,1.0,3
1,3,1,-2.053778280542986,4,2,0.7333734668422146,2,6.0,0
0,1,1,1.715452488687783,1,1,2.8236002356039083,2,2.0,2
0,1,1,0.79237556561086,0,0,-0.6260047813734322,2,0.0,2
0,3,0,0.0,0,0,-0.29035583119672925,1,0.0,1
0,2,1,0.4846832579185523,0,0,-0.1712545908114476,2,0.0,2
0,3,1,-1.053778280542986,4,1,1.092842665095974,2,5.0,2
1,3,1,-0.3614705882352939,1,0,-0.2892730926477721,2,1.0,2
1,1,0,2.176990950226245,0,1,6.020385801399765,2,1.0,3
1,1,0,0.4077601809954754,0,0,5.248211315917122,2,0.0,1
0,1,1,0.0,0,0,0.7165910193333795,2,0.0,2
1,3,1,-0.3614705882352939,0,0,-0.6260047813734322,2,0.0,2
1,2,0,0.869298642533937,0,1,0.21853128681311065,2,1.0,3
0,1,1,0.5616063348416293,0,1,0.6602886147876099,0,1.0,2
1,1,0,2.5616063348416294,1,0,2.7503334834730784,2,1.0,1
0,3,0,1.1769909502262446,0,0,-0.29035583119672925,2,0.0,1
0,2,1,0.0,0,0,-0.6260047813734322,2,0.0,2
